lon_mean,lon_up,lon_mid,lon_low,lon_std,lat_mean,lat_up,lat_mid,lat_low,lat_std,speed_mean,speed_up,speed_mid,speed_low,speed_std,course_mean,course_up,course_mid,course_low,course_std,fishing_time,distance,MMSI,LENGTH,TONNAGE
142.7339695614035,143.53767333333332,142.76016666666666,141.94240166666663,1.0241983719711905,10.103144122807018,10.968459166666667,10.078315,9.229894166666666,1.1155843180248417,13.0263157392803,13.349999904632568,13.0,12.699999809265137,0.3572146912041213,317.3315799110814,318.5,317.1000061035156,316.40000915527344,1.6052187763612271,,4.948066633383104,432966000,66.9,499.0
139.40229452380953,139.97086,139.31682333333333,138.72123166666665,0.8118085022119826,14.10426476190476,15.202336666666667,14.087425,13.099936666666666,1.2680302788972972,12.919047628130231,13.199999809265137,12.899999618530272,12.699999809265137,0.3723157205348957,326.55237978980654,332.6000061035156,331.3999938964844,317.70001220703125,8.15945037401619,,5.285028529911485,432966000,66.9,499.0
136.7633840625,137.36678625,136.7707625,136.16619416666668,0.7587055762681396,18.8317646875,19.914428333333333,18.80992416666667,17.718602083333334,1.4085011006965575,12.818749904632568,13.12500023841858,12.849999904632568,12.575000286102297,0.4339259223476607,333.14374923706055,334.4499969482422,332.65000915527344,331.4499969482422,2.24349943246324,,5.381558672767437,432966000,66.9,499.0
134.43228559523808,134.94044624999998,134.456315,134.00196083333333,0.6653772960645817,23.34610785714285,24.19442875,23.306334166666662,22.35024125,1.3051232302341256,12.878571374075753,13.199999809265137,12.949999809265137,12.549999952316284,0.4370856970649111,334.15714372907365,335.3249969482422,333.70001220703125,333.4249954223633,1.5702610052786763,,5.047483306470798,432966000,66.9,499.0
131.7187956666667,132.35951708333334,131.76469083333333,130.8362875,0.8934177790263473,28.56385833333333,30.220154166666667,28.4918625,27.35983375,1.6894650388026444,12.94000015258789,13.475000381469728,12.699999809265137,12.600000381469728,0.6345601376798886,334.63999938964844,336.4750061035156,334.25,333.2250061035156,2.1808269746737,,5.687281345399494,432966000,66.9,499.0
130.31502833333334,130.29190583333337,130.28977,130.28976,0.0656468757769011,31.216972136752137,31.263515833333337,31.2635,31.2594025,0.1236263714739806,2.7205127987724085,2.550000000745058,0.0,0.0,4.877455051479622,292.4025687193259,293.25,282.6000061035156,282.6000061035156,29.633563321579263,900.0,0.8012015197529565,432966000,66.9,499.0
130.29040247474748,130.29058333333333,130.29056166666666,130.29054,0.0003347109867369,31.26336707070707,31.26334333333333,31.26331,31.263246666666667,0.0002267543604516,0.1151515128034533,0.1000000014901161,0.0,0.0,0.452852893178052,277.1212086533056,280.8999938964844,280.8999938964844,280.8999938964844,32.586487739272066,,0.0034907988427711,432966000,66.9,499.0
130.29056991666667,130.290575,130.29056833333334,130.29056458333332,9.279213391929785e-06,31.263265083333334,31.263290416666667,31.2632475,31.26324333333333,3.591931748105388e-05,0.0,0.0,0.0,0.0,0.0,280.8999938964844,280.8999938964844,280.8999938964844,280.8999938964844,0.0,,0.000468721193122,432966000,66.9,499.0
130.29057275,130.29058541666666,130.29057333333333,130.290565,1.9074147410791724e-05,31.26327416666667,31.26328125,31.263266666666667,31.26325625,4.259320704832668e-05,0.0,0.0,0.0,0.0,0.0,280.8999938964844,280.8999938964844,280.8999938964844,280.8999938964844,0.0,,0.0007690065758518,432966000,66.9,499.0
130.2905734126984,130.290585,130.29057333333333,130.29056666666668,1.4600953072116632e-05,31.263266507936507,31.26327833333333,31.263268333333333,31.263241666666666,3.1993509592546705e-05,0.0047619048328626,0.0,0.0,0.0,0.0218217893487692,265.3333275204613,280.8999938964844,255.3999938964844,255.3999938964844,13.010893345273823,,0.0006938008984895,432966000,66.9,499.0
131.3199109047619,131.65617333333336,130.674235,130.29059999999998,1.4005395057794012,31.43068347619048,31.3655725,31.263313333333333,31.1524825,0.4936762739281709,9.380000006301062,14.5,13.5,0.2500000074505805,6.822359432586487,144.58285714558193,285.5,88.19999694824219,62.25,107.24822058111153,244.0,4.591222471991832,432966000,66.9,499.0
137.4550240909091,138.36566666666667,137.79125666666667,136.64565666666667,1.0755633049477045,34.132244393939395,34.74216333333333,34.20269833333333,33.65023,0.6217466425268187,11.457575790809862,13.5,12.5,11.699999809265137,3.6715996462399776,105.5090912616614,74.5,59.79999923706055,56.09999847412109,97.8576090965212,13463.0,4.94057227910316,432966000,66.9,499.0
138.32987269230767,138.32988333333333,138.32987666666668,138.32986,1.830257028307409e-05,34.87017272435897,34.87018,34.87016833333333,34.870155,2.9832555304758256e-05,0.05769230855199,0.1000000014901161,0.1000000014901161,0.0,0.0498867503148291,220.04038209181564,332.20001220703125,175.3499984741211,166.89999389648438,75.77858888520868,,0.0069507482434728,432966000,66.9,499.0
138.32987376811593,138.32988333333333,138.32986833333334,138.32985833333333,2.2642463632244105e-05,34.870191014492754,34.870216666666664,34.870165,34.87015583333333,5.415498505824737e-05,0.1000000014901161,0.1000000014901161,0.1000000014901161,0.1000000014901161,0.0301511349070632,328.7739178201427,332.20001220703125,329.0,324.8999938964844,6.835816948757971,,0.0007840257543328,432966000,66.9,499.0
138.72963160377358,139.13349666666667,138.33386333333334,138.329865,0.501349563176777,34.85534823899371,34.870243333333335,34.87018333333334,34.867868333333334,0.1545183583602399,6.283018869892606,14.199999809265137,2.299999952316284,0.1000000014901161,6.808358449911798,190.34716903038745,323.8999938964844,135.60000610351562,61.20000076293945,127.12389078595848,0.0,1.658378030669234,432966000,66.9,499.0
