lon_mean,lon_up,lon_mid,lon_low,lon_std,lat_mean,lat_up,lat_mid,lat_low,lat_std,speed_mean,speed_up,speed_mid,speed_low,speed_std,course_mean,course_up,course_mid,course_low,course_std,fishing_time,distance,MMSI,LENGTH,TONNAGE
-80.24236346153846,-80.24235333333333,-80.24236166666667,-80.24237,1.244360497389286e-05,-2.724208846153846,-2.7241983333333333,-2.72421,-2.72422,1.901978277351879e-05,0.030769231227728,0.1000000014901161,0.0,0.0,0.0480384468573547,0.0,0.0,0.0,0.0,0.0,,0.0002560590801835,735057559,78.3,979.8
-80.24235825203252,-80.24234666666666,-80.24235666666667,-80.24237833333333,1.97587927669748e-05,-2.7242395528455283,-2.7242166666666665,-2.724231666666667,-2.7242616666666666,3.390350766511867e-05,0.0341463419722347,0.1000000014901161,0.0,0.0,0.0480091461856093,0.0,0.0,0.0,0.0,0.0,,0.0010127936667915,735057559,78.3,979.8
-80.24235871794872,-80.242345,-80.24236,-80.24237333333333,1.8335173506024923e-05,-2.724251282051282,-2.724213333333333,-2.72425,-2.7242816666666667,3.85263286947042e-05,0.0333333338300387,0.1000000014901161,0.0,0.0,0.0577350277792815,8.464102720602964,0.0,0.0,0.0,52.85830454840396,,0.0009941123063148,735057559,78.3,979.8
-80.2423848275862,-80.24234333333334,-80.24236833333333,-80.24238666666666,0.0001027675996038,-2.723659540229885,-2.724193333333333,-2.7242216666666668,-2.724231666666667,0.0014083043034872,0.0586206907856053,0.0,0.0,0.0,0.2044456684709518,1.2172413530020878,0.0,0.0,0.0,6.555045295975631,,0.0047773187433815,735057559,78.3,979.8
-80.24252876190477,-80.2424825,-80.242615,-80.242625,0.0001936104938924,-2.721141047619048,-2.7202075,-2.7202566666666668,-2.7203983333333333,0.0016819964156056,0.1342857167124748,0.1000000014901161,0.0,0.0,0.4491448544286229,9.5,0.0,0.0,0.0,39.27833553511886,,0.0054201585343974,735057559,78.3,979.8
-80.24236973958334,-80.24233625000001,-80.24235833333333,-80.24245208333333,9.315516760698188e-05,-2.724210572916667,-2.72413125,-2.7242425,-2.7242670833333333,8.345135491726562e-05,0.0656250008614733,0.1000000014901161,0.050000000745058,0.0,0.096310922664528,9.832812488079073,0.0,0.0,0.0,51.21425598800791,,0.0023308582354909,735057559,78.3,979.8
-80.2423166025641,-80.242355,-80.24244833333333,-80.24247249999999,0.0006025972255902,-2.723872467948718,-2.72414625,-2.724171666666667,-2.724230416666667,0.000866500203369,0.2519230780979761,0.1000000014901161,0.0,0.0,0.8788339836518597,13.726922878852257,0.0,0.0,0.0,54.80055772413284,61.0,0.013623627035908,735057559,78.3,979.8
-80.31738813492063,-80.242565,-80.24260083333334,-80.41452625,0.1116619361394668,-2.7370172619047617,-2.721787083333333,-2.729085833333333,-2.748155416666666,0.0180411719465828,5.054761901143051,9.174999952316284,5.650000095367432,0.0,4.956946464782082,126.19999919618878,258.32498931884766,90.5,0.0,128.01519302041228,15939.0,0.6640740596046626,735057559,78.3,979.8
-80.83772945402298,-80.44668333333333,-81.07073416666667,-81.08365208333333,0.2988713387432153,-2.8152877873563216,-2.759220833333333,-2.8453608333333333,-2.84855125,0.0485671226718105,4.925862081220438,8.874999761581421,3.9999998807907104,0.5250000059604645,4.5559123285574135,148.58103448769145,261.07498931884766,122.14999771118164,68.625,100.26565980001077,77153.0,1.4949562323842998,735057559,78.3,979.8
-82.11546128205129,-81.37523666666667,-82.116875,-82.849405,0.9356585825305236,-2.786725128205128,-2.7660633333333333,-2.7890883333333334,-2.807713333333333,0.0238515962415353,12.553846065814678,13.199999809265137,12.600000381469728,12.0,0.7206656516377782,269.7153836763822,272.79998779296875,269.20001220703125,266.3999938964844,4.158095913580122,,2.9974478363903634,735057559,78.3,979.8
-87.83526233333333,-87.6026775,-87.84066166666668,-88.08357625000001,0.3081201180277859,-9.760252166666666,-9.550889166666666,-9.766271666666668,-9.98535625,0.2798105733437692,7.07999997138977,7.174999833106995,7.049999952316284,7.0,0.2149935862844083,44.69000015258789,46.60000038146973,44.80000114440918,43.35000038146973,3.826936109850695,34850.0,9.9567141018498,735057559,78.3,979.8
-86.22178413333333,-85.69897666666667,-86.190105,-86.67319666666667,0.5942132379983895,-8.247247933333334,-7.757826666666666,-8.211378333333334,-8.67607,0.5619565530180476,6.655999984741211,6.900000095367432,6.599999904632568,6.5,0.3150132237540177,47.043999938964845,49.0,47.09999847412109,44.20000076293945,4.404834551091154,83075.0,2.7332505913914664,735057559,78.3,979.8
-84.45528317073172,-84.13619666666666,-84.32550833333333,-84.99047666666667,0.4993232383674276,-6.59041150406504,-6.287016666666666,-6.465878333333333,-7.080148333333334,0.4644729272924441,6.743902479730001,7.800000190734863,7.5,6.699999809265137,1.954744098050175,67.2292676786097,50.09999847412109,47.20000076293945,44.400001525878906,75.18018902967823,82091.0,2.674112842328844,735057559,78.3,979.8
-82.00802788617887,-81.51656333333334,-81.84655,-82.442575,0.6229044674855722,-4.269381829268293,-3.7931616666666654,-4.115456666666667,-4.688498333333333,0.6001730809401992,7.6121951545157085,7.900000095367432,7.699999809265137,7.300000190734863,0.4237895155449429,46.17560958862305,48.59999847412109,46.20000076293945,43.400001525878906,5.2325316173484895,83827.0,3.132335028266217,735057559,78.3,979.8
